,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk
12577,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,TCncyn ,1089.0,2.0,1.0,40.0,2.0
12578,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Orens G,1165.0,2.0,1.0,52.0,2.0
12580,Super built-up  Area,18-Dec,Hennur,3 BHK,Puveshe,1482.0,3.0,1.0,110.0,3.0
12582,Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1938.0,3.0,3.0,113.0,3.0
12586,Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3734.0,5.0,1.0,430.0,4.0
12592,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,2.0,2.0,73.5,3.0
12598,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSlesSp,1347.0,2.0,1.0,44.0,3.0
12603,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321.0,4.0,1.0,157.0,3.0
12606,Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Skacak ,1484.0,3.0,1.0,75.0,3.0
12612,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1105.0,2.0,2.0,40.0,2.0
12615,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4007.0,4.0,3.0,530.0,4.0
12616,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,550.0,2.0,1.0,16.0,2.0
12618,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2409.0,3.0,3.0,395.0,3.0
12621,Built-up  Area,Ready To Move,Old Airport Road,2 BHK,Canoroy,1055.0,2.0,3.0,75.0,2.0
12622,Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr ,1541.0,3.0,1.0,69.61,3.0
12624,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veitaus,1224.0,2.0,2.0,75.0,2.0
12626,Built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,39.0,2.0
12629,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Hahtsya,1610.0,3.0,3.0,78.5,3.0
12631,Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157.0,2.0,1.0,65.0,2.0
12635,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Vaine S,1140.0,2.0,1.0,40.0,2.0
12636,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1206.0,2.0,1.0,40.7,2.0
12638,Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600.0,3.0,1.0,170.0,3.0
12642,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,63.5,2.0
12643,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,640.0,1.0,1.0,45.0,1.0
12646,Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090.0,2.0,2.0,38.15,2.0
12647,Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589.0,1.0,1.0,29.0,1.0
12650,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,3150.0,4.0,2.0,500.0,4.0
12651,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Viuliap,1315.0,2.0,3.0,74.0,2.0
12653,Super built-up  Area,Ready To Move,Bellandur,3 BHK,AkonyHa,1435.0,2.0,2.0,115.0,3.0
12655,Super built-up  Area,18-May,Kadugodi,2 BHK,Alestrb,1314.0,2.0,3.0,80.0,2.0
12656,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260.0,2.0,1.0,100.0,2.0
12660,Super built-up  Area,18-Feb,Mysore Road,3 BHK,PrawnRa,1082.0,2.0,1.0,45.0,3.0
12662,Super built-up  Area,18-Dec,Hennur Road,2 BHK,DSeldpr,1052.0,2.0,1.0,34.72,2.0
12665,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1500.0,2.0,2.0,75.0,3.0
12666,Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497.0,1.0,1.0,20.0,2.0
12667,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255.0,2.0,1.0,53.57,2.0
12669,Built-up  Area,Ready To Move,Kundalahalli,3 Bedroom,Roima A,2100.0,3.0,2.0,150.0,3.0
12670,Built-up  Area,Ready To Move,Hennur Road,2 BHK,Eltert ,1450.0,2.0,2.0,80.0,2.0
12671,Super built-up  Area,18-May,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,69.61,2.0
12673,Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,925.0,2.0,1.0,49.82,3.0
12675,Super built-up  Area,18-Apr,Lingadheeranahalli,3 BHK,Shiumi ,1768.0,3.0,3.0,81.31,3.0
12678,Built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745.0,3.0,2.0,130.0,3.0
12681,Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,AdtusAn,1550.0,3.0,1.0,50.0,3.0
12682,Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340.0,5.0,1.0,160.0,4.0
12683,Super built-up  Area,19-Mar,Whitefield,3 BHK,Prtates,1655.0,3.0,2.0,113.0,3.0
12684,Super built-up  Area,19-Jan,Battarahalli,3 BHK,PaontWa,2024.0,3.0,2.0,103.0,3.0
12686,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,AFe 3Ph,1575.0,4.0,3.0,100.0,3.0
12687,Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920.0,3.0,2.0,130.0,3.0
12688,Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,6200.0,4.0,2.0,744.0,4.0
12689,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082.0,2.0,1.0,55.0,3.0
12690,Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Jancyva,1265.0,2.0,3.0,55.0,3.0
12693,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,67.4,2.0
12694,Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615.0,1.0,1.0,43.08,1.0
12695,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,1128.0,2.0,1.0,60.0,2.0
12697,Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830.0,3.0,3.0,89.89,3.0
12699,Super built-up  Area,18-Jan,Yelahanka,1 BHK,Prensya,602.0,2.0,1.0,30.0,1.0
12701,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835.0,3.0,3.0,89.0,3.0
12702,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1250.0,3.0,3.0,62.6,3.0
12705,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450.0,3.0,3.0,60.91,3.0
12706,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2089.0,3.0,2.0,148.0,3.0
12707,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464.0,3.0,2.0,56.0,3.0
12709,Built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200.0,2.0,2.0,44.73,2.0
12710,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1095.0,2.0,1.0,45.0,2.0
12711,Plot  Area,Ready To Move,Ambedkar Nagar,3 Bedroom,Thessrm,2900.0,3.0,2.0,297.0,3.0
12712,Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Saarlth,2500.0,3.0,2.0,345.0,3.0
12713,Built-up  Area,Ready To Move,Kothanur,3 BHK,EiionCa,1170.0,3.0,2.0,80.0,3.0
12715,Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,Puwerun,1224.0,2.0,0.0,105.0,2.0
12716,Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1694.0,3.0,1.0,125.0,3.0
12717,Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825.0,2.0,1.0,30.0,2.0
12719,Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985.0,2.0,1.0,25.12,2.0
12722,Built-up  Area,Ready To Move,Whitefield,3 BHK,SneurGr,1740.0,3.0,3.0,85.0,3.0
12725,Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,1090.0,2.0,1.0,46.0,2.0
12729,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221.0,3.0,3.0,65.0,3.0
12730,Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,Maian M,1046.0,2.0,1.0,48.0,2.0
12731,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1290.0,2.0,3.0,56.12,3.0
12732,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1065.0,2.0,1.0,30.76,2.0
12733,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850.0,4.0,2.0,121.0,3.0
12734,Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1097.0,2.0,1.0,49.0,2.0
12735,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Mykyayi,1200.0,3.0,2.0,70.0,2.0
12739,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1150.0,2.0,0.0,50.0,2.0
12744,Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1594.0,3.0,2.0,140.0,3.0
12746,Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1.0
12747,Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700.0,2.0,2.0,36.0,2.0
12749,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000.0,2.0,0.0,50.0,2.0
12750,Plot  Area,Ready To Move,Whitefield,6 Bedroom,Adowslm,4000.0,5.0,1.0,540.0,6.0
12755,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1290.0,2.0,2.0,88.0,2.0
12762,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065.0,2.0,1.0,30.75,2.0
12763,Built-up  Area,18-Mar,Whitefield,3 BHK,MKensi ,1650.0,3.0,2.0,48.0,3.0
12764,Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1371.0,2.0,1.0,86.0,2.0
12766,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575.0,3.0,1.0,94.5,3.0
12767,Super built-up  Area,18-Jan,Yelahanka,2 BHK,Prensya,1362.0,2.0,2.0,66.0,2.0
12769,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255.0,3.0,1.0,90.0,3.0
12771,Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,DSrry S,1088.0,2.0,1.0,30.46,2.0
12772,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,NCowsar,1234.0,2.0,2.0,80.0,2.0
12773,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2140.0,3.0,2.0,139.0,3.0
12774,Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1584.0,3.0,2.0,101.0,3.0
12775,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1175.0,2.0,2.0,50.0,2.0
12777,Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1.0
12778,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Vandaac,1585.0,2.0,2.0,79.0,3.0
12782,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740.0,2.0,1.0,137.0,3.0
12784,Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985.0,2.0,1.0,50.17,2.0
12788,Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583.0,3.0,1.0,95.23,3.0
12792,Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573.0,3.0,2.0,100.0,3.0
12797,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485.0,2.0,2.0,63.0,3.0
12798,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1735.0,3.0,2.0,97.0,3.0
12799,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730.0,3.0,2.0,175.0,3.0
12803,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1600.0,3.0,3.0,105.0,3.0
12805,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655.0,3.0,3.0,95.0,3.0
12806,Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830.0,3.0,3.0,121.0,3.0
12807,Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430.0,3.0,1.0,85.0,3.0
12809,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044.0,2.0,2.0,55.0,2.0
12810,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1426.0,3.0,2.0,85.0,3.0
12811,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115.0,2.0,2.0,50.0,2.0
12812,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prdomt ,1000.0,2.0,1.0,29.0,2.0
12814,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1140.0,2.0,1.0,33.06,2.0
12817,Built-up  Area,Ready To Move,Malleshwaram,1 BHK,Aaentpa,580.0,1.0,1.0,45.0,1.0
12819,Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1030.0,2.0,1.0,50.36,2.0
12822,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724.0,3.0,1.0,125.0,3.0
12825,Built-up  Area,Ready To Move,Kothanur,2 BHK,Bisic C,1400.0,2.0,2.0,65.0,2.0
12828,Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1300.0,2.0,2.0,55.86,2.0
12830,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1332.0,2.0,1.0,108.0,2.0
12831,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1000.0,2.0,1.0,41.0,2.0
12834,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,48.0,2.0
12835,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Reciale,1600.0,3.0,1.0,85.0,3.0
12837,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025.0,2.0,1.0,54.0,2.0
12838,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220.0,3.0,2.0,56.0,3.0
12839,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180.0,4.0,3.0,180.0,3.0
12841,Built-up  Area,Ready To Move,Whitefield,2 BHK,Mithmn ,1270.0,2.0,1.0,110.0,2.0
12843,Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1932.47,3.0,2.0,183.0,3.0
12844,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2086.0,3.0,2.0,160.0,3.0
12845,Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1165.0,2.0,1.0,51.42,2.0
12847,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440.0,2.0,2.0,165.0,2.0
12849,Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,740.0,1.0,1.0,22.0,2.0
12850,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2503.0,3.0,3.0,138.0,3.0
12851,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075.0,2.0,2.0,60.0,2.0
12852,Super built-up  Area,18-Aug,Bellandur,2 BHK,NiCodCa,1260.0,2.0,2.0,83.5,2.0
12853,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282.0,2.0,1.0,48.72,3.0
12855,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717.0,3.0,3.0,125.0,3.0
12857,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335.0,2.0,1.0,56.0,3.0
12860,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157.0,2.0,1.0,73.0,2.0
12864,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050.0,2.0,2.0,54.0,2.0
12866,Super built-up  Area,18-May,Binny Pete,3 BHK,Shestlo,1516.0,3.0,1.0,147.0,3.0
12868,Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,1050.0,2.0,1.0,44.41,2.0
12874,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Cadel C,1210.0,2.0,3.0,69.0,2.0
12875,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SuezeLa,1660.0,3.0,1.0,110.0,3.0
12876,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1410.0,2.0,3.0,125.0,2.0
12877,Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,Shitt S,1305.0,2.0,1.0,67.0,2.0
12879,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206.0,2.0,3.0,53.0,2.0
12880,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,49.0,2.0
12881,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150.0,2.0,2.0,55.0,2.0
12887,Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895.0,3.0,1.0,390.0,3.0
12891,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155.0,2.0,1.0,69.18,2.0
12893,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755.0,1.0,0.0,30.12,1.0
12894,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JHk 1en,960.0,2.0,2.0,35.0,2.0
12897,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1571.0,3.0,3.0,53.12,3.0
12898,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691.0,3.0,2.0,119.0,3.0
12899,Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1489.0,2.0,1.0,70.0,3.0
12900,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800.0,2.0,1.0,32.0,2.0
12901,Built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,980.0,2.0,2.0,60.0,3.0
12902,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215.0,2.0,1.0,65.0,2.0
12907,Built-up  Area,Ready To Move,Brookefield,2 BHK,ARnts A,1588.0,2.0,3.0,58.0,2.0
12909,Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957.0,2.0,2.0,56.0,2.0
12910,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1200.0,2.0,1.0,34.65,2.0
12912,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845.0,2.0,0.0,34.0,2.0
12914,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2206.0,4.0,1.0,180.0,3.0
12922,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,995.0,2.0,1.0,40.8,2.0
12924,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1047.0,2.0,1.0,75.0,2.0
12925,Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1466.0,3.0,3.0,59.96,3.0
12926,Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1691.0,3.0,2.0,100.0,3.0
12927,Super built-up  Area,20-Dec,Chandapura,2 BHK,PavesGr,876.0,2.0,2.0,28.47,2.0
12928,Super built-up  Area,18-May,CV Raman Nagar,3 BHK,Pu270a ,1659.0,3.0,1.0,135.0,3.0
12929,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270.0,2.0,1.0,105.0,2.0
12930,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269.0,2.0,3.0,50.75,3.0
12932,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.5,2.0
12933,Super built-up  Area,Ready To Move,Whitefield,2 BHK,CalanGo,1315.0,2.0,2.0,69.5,2.0
12935,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354.0,3.0,1.0,85.86,3.0
12936,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Enodsed,1344.0,3.0,1.0,130.0,4.0
12937,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PrrloMo,1180.0,2.0,1.0,55.0,2.0
12938,Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313.0,2.0,2.0,68.0,2.0
12944,Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,1173.0,2.0,1.0,78.2,2.0
12947,Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1644.0,3.0,3.0,80.51,3.0
12949,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710.0,3.0,2.0,110.0,3.0
12951,Super built-up  Area,18-Feb,Hebbal,3 BHK,Prersis,1662.0,3.0,2.0,155.0,3.0
12958,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410.0,2.0,3.0,54.99,3.0
12959,Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,2665.0,5.0,3.0,125.0,4.0
12964,Super built-up  Area,18-Dec,Haralur Road,3 BHK,SNnia E,1810.0,3.0,2.0,97.83,3.0
12967,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1328.0,2.0,1.0,56.0,3.0
12974,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1031.0,2.0,1.0,54.48,2.0
12979,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1200.0,2.0,2.0,46.0,2.0
12980,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1267.0,3.0,1.0,78.0,2.0
12981,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1510.0,2.0,3.0,110.0,3.0
12982,Super built-up  Area,21-Sep,Kanakpura Road,2 BHK,PrarePa,900.0,2.0,1.0,42.0,2.0
12983,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Asarqz ,1457.0,2.0,2.0,105.0,3.0
12984,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596.0,4.0,2.0,268.0,4.0
12985,Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1408.0,3.0,2.0,80.0,3.0
12986,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1005.0,2.0,2.0,45.0,2.0
12988,Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545.0,1.0,1.0,28.0,2.0
12991,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MadinJa,1367.0,2.0,0.0,80.0,2.0
12995,Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,1720.0,3.0,2.0,128.0,3.0
12996,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Cerasy ,1107.0,2.0,3.0,44.0,2.0
12997,Super built-up  Area,20-Jan,Yelahanka,2 BHK,Aduil T,1360.0,2.0,1.0,78.19,2.0
12999,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1701.0,2.0,2.0,145.0,2.0
13001,Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1016.0,2.0,1.0,39.95,2.0
13003,Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Baalp S,900.0,2.0,1.0,45.0,2.0
13006,Carpet  Area,Ready To Move,Kereguddadahalli,3 BHK,Jaood G,1280.0,3.0,1.0,42.0,3.0
13008,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500.0,2.0,1.0,70.0,3.0
13009,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500.0,2.0,1.0,64.5,3.0
13010,Super built-up  Area,Ready To Move,Gottigere,2 BHK,SMshi M,1245.0,2.0,2.0,59.0,2.0
13013,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640.0,3.0,3.0,245.0,3.0
13014,Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,DSthian,1348.0,2.0,2.0,80.5,3.0
13016,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Elentrk,1616.0,3.0,3.0,40.0,3.0
13017,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855.0,3.0,3.0,135.0,3.0
13018,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255.0,2.0,2.0,56.5,2.0
13022,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,DSnjh S,1022.0,2.0,1.0,35.0,2.0
13026,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1020.0,2.0,1.0,40.8,2.0
13027,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Klark L,4395.0,4.0,2.0,242.0,4.0
13028,Built-up  Area,Ready To Move,Bommasandra,2 BHK,ALoraAu,950.0,2.0,1.0,25.0,2.0
13030,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1936.0,3.0,1.0,131.0,3.0
13032,Super built-up  Area,18-Apr,Hosur Road,2 BHK,PuendWe,1223.0,2.0,1.0,93.0,2.0
13038,Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495.0,2.0,1.0,78.0,2.0
13039,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Adaveth,1500.0,2.0,3.0,82.0,3.0
13040,Super built-up  Area,21-Jul,Koramangala,3 BHK,G ceses,1605.0,3.0,2.0,260.0,3.0
13041,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Suleyli,1270.0,2.0,2.0,52.0,2.0
13043,Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600.0,2.0,0.0,140.0,3.0
13044,Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1596.0,3.0,1.0,118.0,3.0
13046,Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,SKdesa ,1557.0,3.0,1.0,70.0,3.0
13048,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984.0,4.0,1.0,148.0,3.0
13050,Super built-up  Area,21-Dec,Thanisandra,4 BHK,Bhe 2ko,2259.0,3.0,2.0,112.0,4.0
13055,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1310.0,2.0,1.0,37.83,3.0
13058,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790.0,3.0,2.0,120.0,3.0
13065,Super built-up  Area,19-Dec,Whitefield,3 BHK,Oreldhi,1564.0,3.0,1.0,103.0,3.0
13068,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1365.0,3.0,1.0,53.96,3.0
13069,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115.0,2.0,1.0,50.0,2.0
13072,Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1240.0,2.0,2.0,41.0,2.0
